Hour,Temperature,Humidity,Gas Level,Day_Number
22:00,20.44,66.45,17.68,12
23:00,21.31,73.3,16.67,12
0:00,23.05,68.76,18.19,13
1:00,22.21,77.38,17.98,13
2:00,21.5,80.67,17.98,13
3:00,22.34,83.64,17.46,13
4:00,21.25,77.18,18.35,13
5:00,21.36,83.52,17.57,13
6:00,21.74,82.79,17.3,13
7:00,21.35,79.8,17.84,13
8:00,20.9,81.67,17.99,13
9:00,21.85,81.86,18.08,13
10:00,21.48,78.79,17.92,13
11:00,22.67,74.28,18.8,13
12:00,23.89,75.29,18.98,13
13:00,24.46,74.4,19.67,13
14:00,25.06,70.89,19.16,13
15:00,24.16,70.73,20.02,13
16:00,25.43,66.44,19.27,13
17:00,23.62,68.93,19.59,13
18:00,23.2,69.6,20.02,13
19:00,23.95,66.41,18.86,13
20:00,22.33,67.41,18.6,13
21:00,21.37,71.65,17.87,13
22:00,21.62,73.56,18.2,13
23:00,22.47,70.74,17.51,13
0:00,22.72,74.32,17.97,14
1:00,22.93,76.5,18.28,14
2:00,22.32,83.96,17.77,14
3:00,20.98,82.16,17.95,14
4:00,20.26,81.03,17.22,14
5:00,21.13,79.66,16.0,14
6:00,20.89,87.41,16.75,14
7:00,20.88,84.15,17.43,14
8:00,20.34,82.97,17.56,14
9:00,20.79,78.85,18.56,14
10:00,23.28,79.59,18.16,14
11:00,22.47,77.44,18.27,14
12:00,23.62,71.94,18.72,14
13:00,23.13,74.48,19.37,14
14:00,23.11,73.84,20.15,14
15:00,25.16,71.94,19.55,14
16:00,25.31,70.01,20.42,14
17:00,25.79,65.41,20.6,14
18:00,23.98,65.05,19.15,14
19:00,23.43,66.69,18.47,14
20:00,23.03,71.56,18.44,14
21:00,23.65,68.03,18.34,14
22:00,21.78,71.65,16.95,14
23:00,20.42,73.24,18.32,14
0:00,22.64,79.38,18.18,15
1:00,22.54,75.78,17.94,15
2:00,21.2,80.43,18.8,15
3:00,22.1,77.78,17.6,15
4:00,20.74,81.29,17.42,15
5:00,21.94,84.06,17.49,15
6:00,21.9,84.02,17.06,15
7:00,22.26,80.07,17.58,15
8:00,21.87,81.19,17.52,15
9:00,21.57,81.04,18.25,15
10:00,22.9,81.35,18.12,15
11:00,22.9,77.6,18.14,15
12:00,24.14,76.31,19.68,15
13:00,23.86,67.69,18.91,15
14:00,24.23,72.15,19.26,15
15:00,25.39,72.06,20.47,15
16:00,25.82,66.56,19.77,15
17:00,24.96,69.14,19.2,15
18:00,25.79,65.52,19.51,15
19:00,23.42,68.19,19.38,15
20:00,23.42,65.72,17.98,15
21:00,21.7,69.14,18.04,15
22:00,21.79,75.63,18.31,15
23:00,20.52,69.51,17.4,15
0:00,23.2,75.63,17.89,16
1:00,22.43,74.39,17.82,16
2:00,22.03,78.46,17.72,16
3:00,22.05,78.53,18.25,16
4:00,21.6,84.72,17.95,16
5:00,20.58,82.73,17.73,16
6:00,20.13,82.88,16.44,16
7:00,21.65,83.03,17.62,16
8:00,21.67,86.39,17.11,16
9:00,23.22,79.78,17.65,16
10:00,22.45,78.08,18.91,16
11:00,22.79,79.5,18.34,16
12:00,22.56,73.94,18.36,16
13:00,24.37,73.01,19.58,16
14:00,24.44,75.03,20.3,16
15:00,25.21,71.34,19.6,16
16:00,24.95,71.77,20.69,16
17:00,25.15,68.02,19.83,16
18:00,25.15,65.21,18.9,16
19:00,24.04,66.51,18.98,16
20:00,22.7,63.02,19.07,16
21:00,22.23,75.99,18.72,16
22:00,22.51,70.96,17.72,16
23:00,22.53,72.39,18.35,16
0:00,22.69,73.8,18.41,17
1:00,23.73,80.38,17.48,17
2:00,21.55,80.75,17.65,17
3:00,21.29,82.41,17.88,17
4:00,20.83,81.2,17.22,17
5:00,22.03,87.69,16.96,17
6:00,21.57,81.23,16.39,17
7:00,20.73,82.72,16.28,17
8:00,21.3,84.03,17.68,17
9:00,21.86,80.85,18.28,17
10:00,22.98,82.39,18.34,17
11:00,24.2,77.75,19.14,17
12:00,23.44,74.19,18.45,17
13:00,23.12,74.46,18.7,17
14:00,24.8,66.01,19.74,17
15:00,25.8,72.79,19.86,17
16:00,25.38,71.68,20.82,17
17:00,24.66,63.81,18.63,17
18:00,24.3,67.91,19.27,17
19:00,23.22,65.8,18.82,17
20:00,23.34,69.34,19.01,17
21:00,22.76,69.51,18.39,17
22:00,21.64,71.71,18.32,17
23:00,21.61,72.47,17.23,17
0:00,22.94,75.69,19.05,18
1:00,22.56,79.07,18.3,18
2:00,22.27,81.17,18.52,18
3:00,20.22,86.48,17.48,18
4:00,21.72,80.97,17.68,18
5:00,21.5,85.45,17.15,18
6:00,21.54,84.15,16.86,18
7:00,21.24,83.87,17.27,18
8:00,22.48,82.73,17.94,18
9:00,21.65,82.07,17.79,18
10:00,21.9,77.95,17.63,18
11:00,22.03,75.94,18.66,18
12:00,23.54,74.73,18.94,18
13:00,24.43,70.57,19.89,18
14:00,25.27,68.6,19.59,18
15:00,25.77,72.12,19.7,18
16:00,25.23,65.5,21.11,18
17:00,25.09,69.89,18.96,18
18:00,24.24,70.9,19.2,18
19:00,22.99,68.53,18.68,18
20:00,23.05,70.28,18.4,18
21:00,23.28,66.74,18.01,18
22:00,22.48,70.36,18.24,18
23:00,19.95,72.94,18.01,18
0:00,23.64,74.01,19.17,19
1:00,22.32,78.49,18.45,19
2:00,21.9,77.0,17.57,19
3:00,22.59,79.67,17.85,19
4:00,21.0,82.54,17.38,19
5:00,20.43,88.67,16.87,19
6:00,20.24,83.61,17.05,19
7:00,20.78,83.87,17.19,19
8:00,21.35,83.17,17.23,19
9:00,23.42,77.09,17.65,19
10:00,22.77,78.16,17.78,19
11:00,23.48,78.97,18.22,19
12:00,22.15,73.6,18.97,19
13:00,23.49,71.46,18.86,19
14:00,23.32,68.66,18.99,19
15:00,24.11,69.55,18.87,19
16:00,26.55,68.05,19.8,19
17:00,25.73,63.21,19.75,19
18:00,24.3,66.84,19.37,19
19:00,24.2,69.5,19.28,19
20:00,23.26,64.22,19.1,19
21:00,23.45,71.84,17.57,19
22:00,21.59,71.51,17.27,19
23:00,21.77,74.31,17.47,19
0:00,22.42,70.67,17.7,20
1:00,21.37,74.3,19.11,20
2:00,23.17,78.75,18.21,20
3:00,21.15,82.82,17.86,20
4:00,20.45,84.21,17.59,20
5:00,21.55,83.29,18.09,20
6:00,20.96,86.41,17.34,20
7:00,20.97,84.19,17.1,20
8:00,22.01,81.54,18.13,20
9:00,22.4,82.57,17.36,20
10:00,21.8,79.38,18.55,20
11:00,23.54,75.99,18.49,20
12:00,23.18,74.31,18.28,20
13:00,23.77,71.2,19.17,20
14:00,24.2,75.39,18.62,20
15:00,25.9,71.65,19.16,20
16:00,25.22,68.62,19.53,20
17:00,25.22,67.5,19.48,20
18:00,24.32,64.68,18.91,20
19:00,23.88,64.2,18.67,20
20:00,22.51,67.33,18.36,20
21:00,22.58,68.41,17.4,20
22:00,22.22,74.61,17.17,20
23:00,20.54,72.87,17.61,20
0:00,21.26,72.81,18.12,21
1:00,22.16,76.31,17.33,21
2:00,22.26,78.38,16.36,21
3:00,21.85,83.94,16.97,21
4:00,21.66,85.35,17.22,21
5:00,20.83,79.32,17.51,21
6:00,21.38,82.29,16.96,21
7:00,21.18,82.36,16.84,21
8:00,20.2,80.52,17.33,21
9:00,22.51,77.57,18.13,21
10:00,23.68,82.38,18.32,21
11:00,23.61,74.94,18.21,21
12:00,23.14,75.44,19.5,21
13:00,23.74,74.09,19.19,21
14:00,24.44,67.66,19.08,21
15:00,25.11,69.06,19.5,21
16:00,25.77,68.23,20.13,21
17:00,24.05,66.76,20.97,21
18:00,24.53,64.46,18.91,21
19:00,23.08,68.44,18.49,21
20:00,22.34,66.44,18.53,21
21:00,22.43,74.27,18.0,21
22:00,21.13,69.48,17.58,21
23:00,21.17,73.92,17.58,21
0:00,21.86,76.49,17.58,22
1:00,22.18,80.18,18.19,22
2:00,23.21,79.05,17.93,22
3:00,21.89,77.79,17.14,22
4:00,21.33,83.44,17.24,22
5:00,22.04,83.47,16.32,22
6:00,21.2,85.71,17.01,22
7:00,19.78,81.02,17.61,22
8:00,20.94,78.14,17.48,22
9:00,21.17,85.59,17.73,22
10:00,22.23,76.05,17.61,22
11:00,22.64,76.19,18.37,22
12:00,23.96,71.19,19.09,22
13:00,24.04,71.54,18.14,22
14:00,24.0,73.46,19.98,22
15:00,24.84,70.85,19.57,22
16:00,24.18,69.49,19.24,22
17:00,25.12,67.89,19.68,22
18:00,24.91,67.2,19.43,22
19:00,23.76,65.28,18.74,22
20:00,22.64,74.74,18.83,22
21:00,22.19,67.82,17.87,22
22:00,21.21,69.48,17.79,22
23:00,21.48,71.92,17.67,22
0:00,22.3,72.85,18.24,23
1:00,23.02,73.07,18.22,23
2:00,22.27,80.89,18.07,23
3:00,21.66,83.04,18.06,23
4:00,21.43,81.58,17.61,23
5:00,19.48,84.21,16.98,23
6:00,20.6,84.79,17.06,23
7:00,20.1,81.1,16.8,23
8:00,21.01,81.63,17.66,23
9:00,22.72,83.6,17.62,23
10:00,23.06,80.67,18.22,23
11:00,22.91,76.59,18.94,23
12:00,24.02,80.67,18.66,23
13:00,23.87,74.67,20.45,23
14:00,25.01,71.73,19.36,23
15:00,24.56,71.32,20.54,23
16:00,25.24,71.07,20.14,23
17:00,24.51,67.84,19.17,23
18:00,23.96,67.56,19.13,23
19:00,22.54,67.29,18.49,23
20:00,24.31,68.33,18.39,23
21:00,22.14,67.3,18.02,23
22:00,22.53,71.72,17.72,23
23:00,20.05,69.51,17.24,23
0:00,22.04,77.41,18.47,24
1:00,20.95,76.34,18.58,24
2:00,21.03,76.88,17.63,24
3:00,20.63,79.21,17.58,24
4:00,22.32,80.06,17.22,24
5:00,21.21,85.2,16.52,24
6:00,20.6,85.42,17.22,24
7:00,20.56,83.51,17.98,24
8:00,21.87,83.6,17.51,24
9:00,21.09,81.84,17.87,24
10:00,22.82,78.36,18.95,24
11:00,22.36,76.05,18.42,24
12:00,23.71,73.83,18.36,24
13:00,22.89,71.23,19.19,24
14:00,24.16,67.68,18.69,24
15:00,25.18,64.51,20.34,24
16:00,26.39,68.01,19.62,24
17:00,24.42,68.76,20.01,24
18:00,22.33,67.93,18.94,24
19:00,24.83,71.38,18.97,24
20:00,23.31,70.16,18.15,24
21:00,23.03,68.81,18.48,24
22:00,21.51,70.89,17.23,24
23:00,20.37,74.21,17.33,24
0:00,22.79,80.61,19.13,25
1:00,21.36,70.0,18.01,25
2:00,22.5,78.62,17.72,25
3:00,21.47,83.15,17.84,25
4:00,21.04,81.54,17.11,25
5:00,21.65,85.28,17.13,25
6:00,19.59,83.31,17.34,25
7:00,21.97,81.45,17.98,25
8:00,20.12,83.16,18.56,25
9:00,20.65,78.48,17.33,25
10:00,23.14,76.91,18.28,25
11:00,24.23,82.44,19.01,25
12:00,23.61,75.4,19.35,25
13:00,24.32,74.03,18.81,25
14:00,23.92,73.97,19.04,25
15:00,25.37,73.38,19.98,25
16:00,25.66,67.22,19.41,25
17:00,25.87,65.83,19.68,25
18:00,25.03,71.74,19.7,25
19:00,24.17,61.15,18.76,25
20:00,22.72,67.33,18.31,25
21:00,22.99,66.12,18.67,25
22:00,21.52,74.67,17.14,25
23:00,20.9,74.84,16.95,25
0:00,23.68,76.3,18.35,26
1:00,20.95,77.29,17.6,26
2:00,21.9,81.56,17.1,26
3:00,21.91,77.04,17.44,26
4:00,21.48,80.69,17.59,26
5:00,21.95,81.87,17.47,26
6:00,21.24,84.48,16.83,26
7:00,20.82,80.69,17.67,26
8:00,21.08,79.88,17.96,26
9:00,22.59,82.69,17.99,26
10:00,22.65,78.71,18.73,26
11:00,22.71,77.94,18.7,26
12:00,24.22,75.21,18.45,26
13:00,24.35,76.42,19.09,26
14:00,24.68,69.77,19.91,26
15:00,24.07,70.0,19.33,26
16:00,24.72,70.47,19.79,26
17:00,25.75,66.07,20.1,26
18:00,24.32,62.63,18.78,26
19:00,24.27,70.07,18.97,26
20:00,23.89,65.8,18.95,26
21:00,22.59,69.46,17.76,26
22:00,21.25,70.76,17.74,26
23:00,21.55,72.92,17.23,26
0:00,22.58,76.9,17.84,27
1:00,21.65,76.01,18.47,27
2:00,20.64,78.12,17.78,27
3:00,21.57,80.82,17.2,27
4:00,20.28,83.15,17.47,27
5:00,21.34,82.43,16.83,27
6:00,20.6,87.18,16.22,27
7:00,22.07,84.59,16.73,27
8:00,21.23,81.2,17.99,27
9:00,22.02,80.25,18.55,27
10:00,21.35,78.17,18.04,27
11:00,22.92,73.91,18.73,27
12:00,23.59,76.21,18.78,27
13:00,23.03,71.09,19.71,27
14:00,24.41,69.76,19.13,27
15:00,25.23,67.0,19.87,27
16:00,25.78,69.07,19.44,27
17:00,24.83,68.87,19.11,27
18:00,24.76,64.21,18.65,27
19:00,23.08,66.22,18.51,27
20:00,22.69,68.66,17.98,27
21:00,22.36,64.3,17.8,27
22:00,21.71,75.44,16.95,27
23:00,21.1,69.52,17.35,27
0:00,22.52,76.65,18.51,28
1:00,22.16,80.83,17.56,28
2:00,22.28,75.37,17.29,28
3:00,22.27,83.82,17.85,28
4:00,21.61,84.74,16.82,28
5:00,21.1,85.01,17.22,28
6:00,20.53,81.35,16.82,28
7:00,20.32,84.1,17.63,28
8:00,22.75,85.13,18.46,28
9:00,21.16,81.37,17.96,28
10:00,22.71,76.07,18.42,28
11:00,22.72,76.74,18.83,28
12:00,23.96,74.53,19.51,28
13:00,23.76,69.83,18.44,28
14:00,24.14,68.62,19.31,28
15:00,24.87,67.87,20.02,28
16:00,26.56,67.99,19.82,28
17:00,24.77,64.31,19.92,28
18:00,24.43,63.89,19.25,28
19:00,23.98,70.47,19.2,28
20:00,23.24,64.68,18.08,28
21:00,22.84,71.39,17.97,28
22:00,21.29,65.15,18.56,28
23:00,20.53,76.02,18.04,28
0:00,23.31,76.51,18.32,29
1:00,22.1,72.97,18.93,29
2:00,21.26,80.18,18.19,29
3:00,20.85,77.82,17.09,29
4:00,21.77,76.51,17.16,29
5:00,21.66,85.85,17.29,29
6:00,20.45,81.26,17.52,29
7:00,20.71,80.68,18.2,29
8:00,22.04,85.36,18.11,29
9:00,21.71,80.36,17.48,29
10:00,22.06,81.4,18.21,29
11:00,22.87,75.37,18.98,29
12:00,23.81,73.0,18.88,29
13:00,23.09,73.71,19.42,29
14:00,24.74,68.21,19.08,29
15:00,25.94,66.14,19.87,29
16:00,25.75,68.14,19.4,29
17:00,26.29,69.12,19.46,29
18:00,24.13,68.78,19.04,29
19:00,24.08,68.19,19.01,29
20:00,22.92,68.51,19.06,29
21:00,22.37,68.25,18.91,29
22:00,22.45,68.24,17.63,29
23:00,21.2,71.09,17.16,29
0:00,22.19,73.79,19.11,30
1:00,22.34,80.28,18.44,30
2:00,21.77,78.02,18.26,30
3:00,21.12,77.25,17.6,30
4:00,20.31,86.54,17.51,30
5:00,20.27,78.56,16.4,30
6:00,20.95,83.78,17.21,30
7:00,21.49,86.46,16.94,30
8:00,21.04,81.52,17.7,30
9:00,22.69,84.43,17.53,30
10:00,21.75,77.85,18.03,30
11:00,24.04,75.58,19.16,30
12:00,23.28,75.6,19.18,30
13:00,24.34,75.97,19.41,30
14:00,25.44,72.71,19.17,30
15:00,24.62,64.33,20.01,30
16:00,25.05,65.77,19.88,30
17:00,24.34,70.32,19.69,30
18:00,24.73,66.95,20.09,30
19:00,23.4,67.56,18.48,30
20:00,22.97,68.89,18.51,30
21:00,23.12,68.74,17.73,30
22:00,21.65,72.89,17.94,30
23:00,20.94,74.99,17.84,30
0:00,22.28,76.52,18.93,31
1:00,22.7,71.9,18.14,31
2:00,21.45,76.2,17.13,31
3:00,21.56,80.89,17.32,31
4:00,20.77,85.4,17.4,31
5:00,22.11,85.86,17.34,31
6:00,21.81,88.87,17.14,31
7:00,21.08,78.23,16.67,31
8:00,21.13,82.12,17.81,31
9:00,22.51,84.07,17.86,31
10:00,23.05,77.04,18.03,31
11:00,23.6,75.49,19.01,31
12:00,22.85,75.33,18.95,31
13:00,26.13,71.59,19.07,31
14:00,24.18,72.68,19.29,31
15:00,25.11,66.91,20.0,31
16:00,26.53,66.24,19.85,31
17:00,25.1,70.15,18.95,31
18:00,24.56,65.97,19.09,31
19:00,25.21,64.86,18.79,31
20:00,24.04,66.23,18.33,31
21:00,21.65,63.97,18.3,31
22:00,20.91,74.32,18.4,31
23:00,21.39,74.75,17.17,31
0:00,22.71,72.37,17.95,32
1:00,22.18,75.31,18.17,32
2:00,23.62,77.51,18.6,32
3:00,20.54,77.38,18.07,32
4:00,21.39,77.59,17.58,32
5:00,21.02,81.39,16.83,32
6:00,19.31,76.55,17.29,32
7:00,19.89,83.58,16.64,32
8:00,23.0,82.28,17.67,32
9:00,21.79,80.45,18.24,32
10:00,22.16,78.01,17.49,32
11:00,23.73,77.79,18.89,32
12:00,24.84,73.76,18.5,32
13:00,24.33,73.42,19.08,32
14:00,24.43,77.35,19.21,32
15:00,25.16,72.65,20.28,32
16:00,26.26,70.67,20.24,32
17:00,24.47,65.99,20.51,32
18:00,24.21,66.91,19.47,32
19:00,23.93,72.29,18.48,32
20:00,22.73,64.78,19.09,32
21:00,22.38,69.95,18.86,32
22:00,22.63,69.1,17.34,32
23:00,21.87,73.34,17.47,32
0:00,22.7,76.42,17.42,33
1:00,22.46,76.78,17.79,33
2:00,22.31,82.6,18.01,33
3:00,21.11,79.63,17.35,33
4:00,20.76,81.67,17.85,33
5:00,20.52,81.93,18.23,33
